story_num,speaker,fname,utt_num,utt_translation,sent_num,words,sent_translation
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,7,"She said to Boai, you go too.",2,"['boaI', 'gI', 'ti', 'p', '-A', '-pi']","""Boai, you go [with] me."""
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,8,You must go see him.,1,"['*', 'hi', 'ob', '-aa', 'op', '-iI', '-haI']",[You?/I?] intend to go see him.
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,9,They said it was an onca.,1,"['hi', 'baOhoipaI', '*', 'Xoi']",A jaguar [is] there.
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,9,They said it was an onca.,2,"['*', 'aItIsai']",[It] roared. ###Or possibly: She/they yelled.
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,10,"She said, ""The onca went far.""",1,"['hi', 'gA', '-sai']","(As has been mentioned,) she spoke."
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,10,"She said, ""The onca went far.""",2,"['i', 'kA', 'op', '-A', '-pi', 'baOhoipaIi']","""The jaguar went far."""
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,11,It has already grabbed him (Itihoixoi),1,"['i', 'soxoA', 'hi', 'abAip', '-I']",The animal already grabbed him [Itahoixoi].
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,12,Perhaps it ate the dog he took with him.,1,"['I', 'isagi', 'ohoa', '-bA']",The animal ate Isagi [the dog that Itahoixoi had with him].
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,12,Perhaps it ate the dog he took with him.,2,"['hi', 'xai', '-i']",It did.
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,12,Perhaps it ate the dog he took with him.,3,"['Isi', '*', 'ioi', 'baaIg', '-ahAp', '-i', '-sai', '-hIai']","(I heard that as has been mentioned,) the animal took [the dog] with [it]."
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,13,"The woman said, ""Lets go, The onca may get away.""",1,"['hi', 'aigIa', 'gA', 'xai', '-sahai', 'ipoIhi', '-O']","Thus the woman mustn't speak.  ###Or possibly: Thus she mustn't speak to the woman. _Or possibly: Thus she spoke. ""Don't, woman!"""
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,13,"The woman said, ""Lets go, The onca may get away.""",2,"['*', 'kaxaO']","""C'mon/Let's go!"""
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,13,"The woman said, ""Lets go, The onca may get away.""",3,"['i', 'baOhoipaIi', 'kagi', 'aI', 'giO', 'iig', '-ohAp', '-i']","""The jaguar [may] take the companion [dog]."""
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,14,"He may have seen the dog, and gone after it into the jungle.",1,"['hi', 'aigIa', 'kagi', 'Aob', '-A', '-ha']",He thus looked for the companion [dog].
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,14,"He may have seen the dog, and gone after it into the jungle.",2,"['kagi', 'ahAp', '-i']",The companion [dog] went.
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,14,"He may have seen the dog, and gone after it into the jungle.",3,"['hi', 'giopaI', 'oO', 'xiai']",His dog is in the jungle.
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,15,"Itihoixoi said, ""Bring your machete to sharpen the arrows.""",1,"['Is', 'aigIa', 'hi', 'aigIa', 'hi', 'gA', 'xai', '-sai', '-hIai']","(I heard that as has been mentioned,) thus he spoke about the animal [jaguar]. ###Or possibly:  The animal, well, he... well, he spoke.  _Or possibly: Thus [because of the] animal, he spoke."
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,15,"Itihoixoi said, ""Bring your machete to sharpen the arrows.""",2,"['gI', 'xiig', '-a', '-pI', 'tagaaAga']","""You bring a machete."""
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,15,"Itihoixoi said, ""Bring your machete to sharpen the arrows.""",3,"['iI', 'soka', '-op', '-A', '-paA']","""He goes and sharpens [the arrows]."""
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,16,The woman was afraid.,1,"['hi', 'baiai', 'hi', 'aaga', '-hA', 'ipoIhi', '-O']",The woman certainly was afraid.
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,17,He (Itihoixoi) had become tired.,1,"['hi', 'aOgaa', 'hoi', 'aaab', 'ai']",He [Itahoixoi] was becoming tired.
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,18,It (onca) hit him in the face.,1,"['i', '-higI', 'aOi', 'bAog', '-i', '-so']",The animal [jaguar] hit [his] face.
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,19,It (onca) bit him.,1,"['*', 'hi', 'oab', '-a', '-hoI', '-sai', '-hIai']","(I heard that as has been mentioned,) [the jaguar] bit him."
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,20,"It scratched his arm,",1,"['hi', 'aigIa', 'hi', 'apisA', 'gaitA', '-O']",He [the jaguar] thus scratched his [Itahoixoi's] arm.
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,21,It scratched his shoulder.,1,"['*', 'hi', 'boAsoa', 'gaitA', '-op', '-A', '-hA', '-taI']",[The jaguar] scratched his shoulder again.
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,23,Then the onca went far away to rest.,1,"['hi', 'gA', '-sai', '-hIai']","(I heard that as has been mentioned,) he [Itahoixoi] spoke."
11,Kaboibagi,11 ISAGUE AND THE ONCA.pdf,23,Then the onca went far away to rest.,2,"['kahi', '*', '-ab', '-Ao', '-bII']",The arrows [are] not.  _Meaning: The arrows are all gone.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,1,"Kabogi said, Toiao, eat all the jaraque fish with me.",1,"['kabogI', 'hi', 'gA', '-sai', '-hIai']","(I heard that as has been mentioned,) Kabogi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,1,"Kabogi said, Toiao, eat all the jaraque fish with me.",2,"['toIao', '*', 'iti', 'ohoa', '-ab', '-aAti', 'taoIhiai']","""Toiao, [you] must be eating the jaraque fish."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,2,Oi is looking for fish.,1,"['Xoi', 'hi', 'Isi', 'hoai', '-p', 'aI', '-sai', '-hIai']","(I heard that as has been mentioned,) Xoi is looking for fish."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,3,He and his relatives are fishing for piranha.,1,"['hi', 'aigIa', 'ahai', 'pIo', 'Isi', 'hoa', '-ab', '-i', '-sai', '-hIai']","(I heard that as has been mentioned,) thus he [Xoi], his relative, is also searching for animals."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,4,For piranha they are fishing.,1,"['*', 'baixOsi', 'ai', '-sai', '-hIai']","(I heard that as has been mentioned,) [they] do [search] for piranha."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,5,"Kabogi said, ""I've got a cough, so I won't wait for the tapir.""",1,"['kabOgi', 'hi', 'aigIa', 'gA', 'xai', '-sai', '-hIai']","(I heard that as has been mentioned,) thus Kabogi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,5,"Kabogi said, ""I've got a cough, so I won't wait for the tapir.""",2,"['ti', 'boa', 'xahoaIi', '*']","""My throat [is] dry."" [Meaning: ""I have a sore throat.""]"
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,5,"Kabogi said, ""I've got a cough, so I won't wait for the tapir.""",3,"['*', 'Is', 'aOab', '-i', '-hiab', 'aO']","""Therefore, [I] will not wait for the animal."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,6,I'm going on.,1,"['*', 'iig', '-abOp', '-A', '-p', '-ai', 'kabatiI', 'is', 'aIbao']",[I] am bringing back lots of tapir.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,8,They eat the dirt that has salt.,1,"['ii', 'bIg', 'ohoi', '-sai', '-hIai', 'giotigaxai']","(I heard that as has been mentioned,) the animal [tapir] eats dirt [which has] salt. ###Or: [For] salt, the animal eats dirt."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,9,"Oi said, ""Aibigai (Itaisoi's husband) go and look for the tapir.""",1,"['hi', 'aigIa', 'gA', 'xai', '-sai', '-hIai', 'Xoi']","(I heard that as has been mentioned,) thus Xoi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,9,"Oi said, ""Aibigai (Itaisoi's husband) go and look for the tapir.""",2,"['aibIgaI', '*', 'Ik', 'aabog', '-aAti', 'kabatiI']","""Xaibigai, look for tapir."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,10,There are lots of tapir.,1,"['is', 'aIbaO', '*']",[There are] many animals.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,11,They are still eating the dirt.,1,"['*', 'iibIg', 'ohoi', '-xiig', '-A', '-hA']",Certainly [they] continue to eat the dirt.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,12,"Itaisoi said, ""I intend to go early and look for the tapir.""",1,"['itaIsoi', 'hi', 'aigIa', 'gA', 'xai', '-sai', '-hIai']","(I heard that as has been mentioned,) thus Itaisoi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,12,"Itaisoi said, ""I intend to go early and look for the tapir.""",2,"['*', 'hihIo', 'Ik', 'aob', '-iI', '-haI', '-isai']","""[I] intend to look for it [the tapir.]"""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,13,Itaisoi will go all alone in the rotten canoe.,1,"['itaIsoi', 'hi', 'aigIa', 'agaoa', 'paI', 'abaxA', '-O', 'boi', '-haI']",Thus Itaisoi goes alone [in a] rotten canoe.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,14,She will eat the tapir as she returns.,-1,,
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,14,She will eat the tapir as she returns.,1,"['*', 'ik', 'oho', '-ab', 'abOp', '-aI', '-haI', '-isaaga']",[She will be] eating it [the tapir] [as she] returns.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,15,"Yes, Itaisoi will go alone in the canoe.",1,"['itaIsoi', 'hi', 'aigIa', 'agaoa', 'abaxA', '-O', 'boi']","Thus, Itaisoi [will] go alone [in the] canoe."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,16,She will hold on the head.,1,"['*', 'Is', 'apai', 'gAob', '-A']",[She will] hold on to the animal's head.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,17,She will eat the head of the tapir.,1,"['*', 'apa', 'Ohoi', '-haI', 'kabatiI', '-IsaI']","(As has been mentioned,) [she will] eat the head [of the] tapir."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,18,Itaisoi goes alone in the canoe.,1,"['itaIsoi', 'hi', 'aigIa', 'agaoa', 'abaxA', '-O', 'xiai']",Thus Itaisoi is alone [in the] canoe.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,19,Alone she will look for tapir.,-1,,
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,19,Alone she will look for tapir.,1,"['*', 'abax', '-Oa', 'Ik', 'Aob', '-A']",[She] alone will look for it [the tapir].
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,20,"She said, ""Only I will eat the tapir on returning.""",1,"['hi', 'gA', '-sai']","(As has been mentioned,) she spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,20,"She said, ""Only I will eat the tapir on returning.""",2,"['*', 'abaxaIgio', 'Ik', 'oho', '-ab', 'abOp', '-aI', '-haI', 'I', 'kabatiI']","""[I] alone [will be] eating the tapir [as I] return."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,21,"Yes, Kabogi told her of the tracks.",1,"['hi', 'aigIa', 'kabOgI', 'hi', 'Isao', 'aIt', 'aop', '-Isai']","Thus (, as has been mentioned,) Kabogi went to tell [Itaisoi about] the tracks."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,22,She said I will hold on to the head as I return.,1,"['hi', 'gA', '-sai']","(As has been mentioned,) she [Itaisoi] spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,22,She said I will hold on to the head as I return.,2,"['*', 'sapa', 'gAob', '-ab']","""[I will be] holding on to the head."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,22,She said I will hold on to the head as I return.,3,"['*', 'abOp', '-aI', '-xiI', '-haI', 'itaIsoi']","""[I], Itaisoi, intend to return."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,23,Yes Kabogi intends to stay here.,1,"['kabOgi', 'hi', 'aigIa', 'hi', 'ab', '-iI']","Thus, Kabogi intends to stay [here]."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,24,He won't hunt for it.,1,"['*', 'hiab', 'Aob', 'Xoi', '-koI']",[He] won't go look for [the tapir]!
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,25,"Oi said, ""Are there people in the jungle?""",1,"['Xoi', 'hi', 'aigIa', 'gA', 'xai', '-sai']","Thus (, as has been mentioned,) Xoi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,25,"Oi said, ""Are there people in the jungle?""",2,"['Xoi', 'hi', 'gA', 'xai', '-sai', '-hIai']","(I heard that as has been mentioned,) Xoi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,25,"Oi said, ""Are there people in the jungle?""",3,"['hi', 'abAs', 'Xoi', 'xaI', '-i', '-hI']","""People do [hunt] in the jungle?"""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,26,I won't sleep.,1,"['*', 'aI', '-hiaba']","""[I] won't sleep. ###Or possibly: ""[I] won't do [hunt]."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,27,I intend to return.,1,"['*', 'abOp', '-iI', '-haI']","""[I] intend to return."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,28,"Itaisoi said, ""Is Oi afraid?""",1,"['itaIsoi', 'hi', 'gA', '-sai']","(As has been mentioned,) Itaisoi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,28,"Itaisoi said, ""Is Oi afraid?""",2,"['Xoi', 'hi', 'bai', 'aag', '-oI']","""Is Xoi afraid?"""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,29,Well he would not wait for the tapir.,1,"['hi', 'aigIa', 'Is', 'aOabi', '-hiab', '-i', '-haI']","Well/thus, he would not wait [for the] animal."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,29,Well he would not wait for the tapir.,2,"['is', 'ai', '-hIaga']",(I heard that) the animal is [there].
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,30,Well then I'll go alone.,1,"['hi', 'aigIa', 'abaxa', '-O', 'abOp', '-aI']","Well/thus, he will return alone."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,31,"She said, ""He is afraid.""",1,"['hi', 'gA', '-sai']","(As has been mentioned,) she spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,31,"She said, ""He is afraid.""",2,"['hi', 'baI', 'ai']","""He is afraid."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,32,He would not wait for the tapir.,1,"['hi', 'I', 'hoai', '-hiab', '-i', '-haI', '-isaagA']",He would not give [wait for? use? hunt?] the animal.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,33,Well she will go alone.,1,"['hi', 'aigIa', 'AbaxaI', 'boi', '-koI']",Thus she will go alone!
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,34,"Kabogi said, ""I will steal from Itaisoi.""",1,"['hi', 'gA', '-sai', 'kabOgI']",Kabogi spoke.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,34,"Kabogi said, ""I will steal from Itaisoi.""",2,"['*', 'hi', 'bigAb', '-i', '-haI', 'itaIsoi']","""[I] will steal [from] Itaisoi."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,35,"Kabogi said, ""I will steal from Itaisoi.""",1,"['hi', 'gA', '-sai', 'kabOgI']","(As has been mentioned,) Kabogi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,35,"Kabogi said, ""I will steal from Itaisoi.""",2,"['*', 'hi', 'bigAb', '-i', '-haI', 'itaIsoi']","""[I] will steal [from] Itaisoi."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,36,Itaisoi wants to eat it alone.,1,"['itaIsoi', 'hi', 'abaxa', '-O', 'kohoi', '-sog', '-iI']",Itaisoi wants to eat [the tapir] alone.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,37,"Itaisoi says, ""Is Oi afraid?""",1,"['hi', 'gA', 'xai', '-sai', '-hiAi', 'itaIsoi']","(I heard that as has been mentioned,) Itaisoi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,37,"Itaisoi says, ""Is Oi afraid?""",2,"['hi', 'gA', '-sai']","(As has been mentioned,) Itaisoi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,37,"Itaisoi says, ""Is Oi afraid?""",3,"['Xoi', 'hi', 'bai', 'xaag', '-oI']","""Is Xoi afraid?"""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,38,"She said, ""He did not wait for the tapir.""",1,"['hi', 'gA', '-sai']","(As has been mentioned,) she spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,38,"She said, ""He did not wait for the tapir.""",2,"['*', 'saOabi', '-hiaba']","""[He] did not wait [for the tapir]."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,39,Only I will go there.,1,"['*', 'abaxaI', 'boi', '-haI', 'gaI', '-xIga']","""[I] alone will go there!"""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,40,"When he went to look for body paint, he found the tracks.",-1,,
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,40,"When he went to look for body paint, he found the tracks.",1,"['*', 'aixiI', 'oag', '-i', 'op', '-aO']",When [he] went to look for annatto.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,40,"When he went to look for body paint, he found the tracks.",2,"['hi', 'IsaO', 'apoI', 'aihIop', '-aI']",He found/came upon the tracks.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,41,"He said, ""There are lots of tapir.""",1,"['hi', 'gA', '-sai', '-hIai']","(I heard that as has been mentioned,) he spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,41,"He said, ""There are lots of tapir.""",2,"['kabatiI', 'is', 'aIbao', '*']","""The tapir, the animals, [are] many."" ###Or: ""The tapir [are] many animals."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,42,The tapir eat the dirt.,-1,,
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,42,The tapir eat the dirt.,1,"['*', 'ibIg', 'ohoi', '-hI', 'kabatiI']",Did the tapir eat the dirt?
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,43,He itched looking for body paint.,1,"['*', 'bigA', '-xai']",[He] itched.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,43,He itched looking for body paint.,2,"['*', 'iI', 'oag', '-i', '-op', '-aI']",[He] went to look for the [annatto] plant.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,44,"And when he heard a yell, Oi said, are there people here?",1,"['hi', 'aigIa', 'hi', 'aAob', '-aO', '-xaI']",He thus heard him calling.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,44,"And when he heard a yell, Oi said, are there people here?",2,"['hi', 'gA', '-sai', '-hiAi', 'Xoi']","(I heard that as has been mentioned,) Xoi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,44,"And when he heard a yell, Oi said, are there people here?",3,"['hi', 'abAs', 'Xoi', 'xaI', '-ihI']","""People are [here] in the jungle?"""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,45,"I won't wait for the tapir then, I'm going.",1,"['*', 'Is', 'aOab', '-i', '-hiab', '-aO']",[I] won't wait for the animal.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,45,"I won't wait for the tapir then, I'm going.",2,"['*', 'a', '-haI', '-isai', '-hIaga']","(I heard that as has been mentioned,) [I] went."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,46,Oi is very afraid.,1,"['Xoi', 'hi', 'bai', 'ai', '-hIaga']",(I heard that) Xoi is afraid.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,47,"Well Kabogi, the younger one, said, ""I have a cough.""",1,"['hi', 'aigIa', 'kabOgI', 'pixAagihI', 'hi', 'gA', '-sai']","(As has been mentioned,) Kabogi, the younger [one], thus spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,47,"Well Kabogi, the younger one, said, ""I have a cough.""",2,"['ti', 'boa', 'xahoAi', '-koI', '*']","""My throat [is] dry!"""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,48,I will not wait for the tapir.,1,"['*', 'Is', 'aOab', '-i', '-kab', '-i', '-haI']",[I] won't wait for the animal [tapir].
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,49,"I am naked, so I won't wait for the tapir.",1,"['gIxa', 's', 'ai', '-xi']",You certainly do [hunt] the animal.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,49,"I am naked, so I won't wait for the tapir.",2,"['*', 'Is', 'aOab', '-i', '-hiab', 'aO']",Because [I] won't wait for the animal.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,50,I'm going.,1,"['*', 'abOp', '-xaI', '-isaihIaga']",[I] will return [home].
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,51,"Yes, instead of waiting, I'm going.",1,"['hi', 'aigIa', 'Is', 'aOab', '-i', '-sO']",Thus he/I am done waiting for the animal.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,51,"Yes, instead of waiting, I'm going.",2,"['*', 'abOp', '-aI']",[I will] return.
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,52,Toiao and his relative also stayed to eat piranha.,-1,,
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,52,Toiao and his relative also stayed to eat piranha.,1,"['toIao', 'hi', 'aigI', 'Ahai', 'pio', 'Ik', 'oho', '-ab', '-i', '-sai', '-hIai', 'baixOsi']","(I heard that as has been mentioned,) Toiao, [his] sibling/relative, thus also was eating piranha."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,53,"Oi said, ""I will save the farinha for my wife.""",1,"['Xoi', 'hi', 'aigIa', 'gA', 'xai', '-sai', '-hIai', 'Xoi']","(I heard that as has been mentioned,) Xoi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,53,"Oi said, ""I will save the farinha for my wife.""",2,"['ti', 'xipOihi', 'a', 'sO', '-xi', 'ipoIhi', '-xIga']","""I will certainly save the grain for [my] woman!"""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,54,"Then, however, he mixed it all in with his piranha.",1,"['hi', 'aigIa', 'a', 'ogiO', 'Is', 'aihiaIp', '-i', '-sai', '-hIai', 'baixOsi', '-gI']","(I heard that as has been mentioned,) he thus mixes the animal/fish --[that is,] the piranha -- with lots of grain."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,55,"Itaisoi said, ""He will not return to wait for the tapir.""",1,"['hi', 'gA', 'xai', '-sai', 'itaIsoi']","(As has been mentioned,) Xitaisoi spoke."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,55,"Itaisoi said, ""He will not return to wait for the tapir.""",2,"['hi', 'aigIa', 'itaIsoi', 'hi']","Thus Xitaisoi, she..."
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,55,"Itaisoi said, ""He will not return to wait for the tapir.""",3,"['*', 'Is', 'aOai', '-ta', 'abOp', '-aI', '-saha']","""Do not return to wait again for the animal [tapir]."""
12,Tisahai,ITAISOI HUNTS FOR TAPIR.pdf,56,Only I will go.,1,"['*', 'abaxaI', 'boi', '-haI']","""Only [I will] cause/go."""
13,Itaibigai,13 MARTINS VISIT.pdf,1,"Steve said, ""Martins must not go at night.""",1,"['isaitaOgi', 'ao', 'gA', 'xai', '-sai', '-hIai']","(I heard that as has been mentioned,) Steve the foreigner spoke."
13,Itaibigai,13 MARTINS VISIT.pdf,1,"Steve said, ""Martins must not go at night.""",2,"['batIo', 'hi', 'ahoa', '-O', 'ai', '-sahaI']","""Martins mustn't do [go] at night."""
13,Itaibigai,13 MARTINS VISIT.pdf,2,He has become drunk.,1,"['hi', 'pia', 'hoI']",He has become drunk.
13,Itaibigai,13 MARTINS VISIT.pdf,3,He must not hit wood (logs) with his boat.,1,"['*', 'iApai', 'boitOhoi', 'bAob', '-i', '-sahaxaI']",[He] mustn't hit wood [logs in the river] [with his] boat.
13,Itaibigai,13 MARTINS VISIT.pdf,4,"Isabi then said, ""He will sleep.""",-1,,
13,Itaibigai,13 MARTINS VISIT.pdf,4,"Isabi then said, ""He will sleep.""",1,"['hi', 'aigIa', 'gA', '-sai', 'pagaoakOxoi']","(As has been mentioned,) Pagaoakoxoi thus spoke."
13,Itaibigai,13 MARTINS VISIT.pdf,4,"Isabi then said, ""He will sleep.""",2,"['ao', 'aitA', '-hoI']","""The foreigner [Martins] begins to sleep."""
13,Itaibigai,13 MARTINS VISIT.pdf,5,Steve wants his customer to sleep.,1,"['ao', 'bagi', 'aIta', '-hoi', '-xiI', '-sog', '-i', '-sai', '-hIai']","(I heard that as has been mentioned,) the foreigner's [Steve's] customer wants to go to sleep."
13,Itaibigai,13 MARTINS VISIT.pdf,6,Steve wants to look for bananas tomorrow.,1,"['ao', 'ahoahi', '-O', 'ao', 'hoAop', '-i', '-sog', '-i', '-sai', '-hIai', 'poogaIhiai']","(I heard that as has been mentioned,) the foreigner [Steve] wants to search for bananas tomorrow."
13,Itaibigai,13 MARTINS VISIT.pdf,7,Steve does not intend to send him away.,1,"['isaitaOgi', 'hi', 'bIib', '-i', '-hiab', '-iI', '-haI']",Steve does not intend to [send Martins away].
13,Itaibigai,13 MARTINS VISIT.pdf,8,Steve intends for his customer to sleep.,1,"['isaitaOgi', 'ao', 'aigIa', 'bagi', 'aitA', '-hoi', '-xiI', '-haI']",Thus Steve intends for his customer to sleep.
13,Itaibigai,13 MARTINS VISIT.pdf,9,The Brasilian will go by day.,-1,,
13,Itaibigai,13 MARTINS VISIT.pdf,9,The Brasilian will go by day.,1,"['ao', 'aigIa', 'his', '-O', 'iig', 'Aop', '-aAti', '-isai', '-hIai']","(I heard that as has been mentioned,) thus the foreigner [Martins] must leave by day."
13,Itaibigai,13 MARTINS VISIT.pdf,10,He will sleep.,1,"['ao', 'Atii']",The foreigner sleeps.
13,Itaibigai,13 MARTINS VISIT.pdf,11,"Yes, by day he will go on.",1,"['hi', 'aigIa', 'his', '-O', 'iig', '-Op', '-i', '-aibiga']",Thus by day he will leave.
13,Itaibigai,13 MARTINS VISIT.pdf,12,"Steve said, ""Tomorrow I will look for Bananas.""",-1,,
13,Itaibigai,13 MARTINS VISIT.pdf,12,"Steve said, ""Tomorrow I will look for Bananas.""",1,['poogaIhiai'],"""Bananas."""
13,Itaibigai,13 MARTINS VISIT.pdf,12,"Steve said, ""Tomorrow I will look for Bananas.""",2,"['ao', 'gA', '-sai', '-hIai']","(I heard that as has been mentioned,) the foreigner [Steve] spoke."
13,Itaibigai,13 MARTINS VISIT.pdf,12,"Steve said, ""Tomorrow I will look for Bananas.""",3,"['ahoahi', '-O', 'ao', 'hoaxA', '-isai', '-hIai']","""(I heard that as has been mentioned,) tomorrow [I] the foreigner will search."""
