text,speaker
guess who it is .,adult
Dracula ?,adult
no .,adult
who ?,adult
the Muscle_Man .,adult
who ?,adult
Aquaman ?,adult
Muscle_Man .,adult
Muscle_Man .,adult
uhhuh .,adult
he got a_lot_of .,adult
yeah .,adult
do you know why ?,adult
why ?,adult
because Dracula if the people don't do what he says .,adult
and I thrust it through their heart .,adult
yeah .,adult
Dracula's not a very nice guy „ is he ?,adult
unhunh .,adult
would you like Dracula to be //?,adult
uhhuh .,adult
would you like Dracula to be your dada .,adult
uhhuh .,adult
he's a nice guy .,adult
Dracula's a nice guy ?,adult
uhhuh .,adult
why ?,adult
you know why ?,adult
why ?,adult
he's not as bad as the devils .,adult
well ‡ that's true .,adult
they only give you one chance .,adult
Dracula gives you two chances ?,adult
no ‡ he gives you like ten or five chances .,adult
I see .,adult
so ‡ the best guy is Dracula ?,adult
uhhuh .,adult
how about after Dracula who comes next ?,adult
Frankenstein .,adult
is Frankenstein a real //?,adult
but for sure .,adult
he never tries to get anybody .,adult
he's a good guy .,adult
he's a //.,adult
he doesn't do anything wrong .,adult
he's just a_little ugly „ right ?,adult
no ‡ he's not ugly .,adult
he's nice .,adult
Frankenstein has a scar on his face .,adult
yeah ‡ but he's nice .,adult
he's a nice fellow „ isn't he ?,adult
yeah .,adult
yeah .,adult
and he still knocks down doors .,adult
he still knocks down doors .,adult
he's just a_little rough „ right ?,adult
not a really nasty guy just a_little rough .,adult
no ‡ right .,adult
right .,adult
but if he gets killed .,adult
yeah .,adult
then all comes all the goons .,adult
all the goons ?,adult
yeah .,adult
I don't wanna see those goons .,adult
do you like goons ?,adult
no .,adult
I don't like the goons .,adult
neither do I .,adult
I could do without the goons .,adult
you know who is the baddest one ?,adult
who ?,adult
well ‡ I'll tell you .,adult
the baddest one about is the devil .,adult
a one .,adult
yeah .,adult
the devil .,adult
huh .,adult
I_mean not the devils .,adult
...,adult
what ?,adult
hm ...,adult
robbers .,adult
you know why ?,adult
why ?,adult
because they just try to kill people .,adult
that's good .,adult
why do you say good ?,adult
anyway they're in real life .,adult
robbers ?,adult
yeah .,adult
mhm .,adult
that's not good .,adult
and they try to kill people .,adult
that's not so good „ is it ?,adult
because once in my dream he almost tried to kill me .,adult
really ?,adult
yeah .,adult
hm I guess that's not so good .,adult
but I got away .,adult
and here's what happened to him .,adult
what ?,adult
"he ran out the window , the window , the second story window .",adult
really ?,adult
yeah .,adult
remarkable .,adult
because I ducked the knife .,adult
uhhuh .,adult
and you were in the room .,adult
and I ducked .,adult
then he went out the window .,adult
the second story window ?,adult
yeah .,adult
yeah .,adult
he went out the window .,adult
.,adult
yeah .,adult
hold that Mark .,adult
"I throw him out the window , the window , the second story window .",adult
watch out kitty .,adult
but I didn't throw him out the window .,adult
I ducked them out the window .,adult
okay ‡ thank_you so much .,adult
.,adult
Ross ‡ you gave Name an awful lot of food .,adult
.,adult
that means that we can't feed him tonight .,adult
right .,adult
.,adult
not you Dad either .,adult
that means you can't feed him either .,adult
I won't feed him tonight either .,adult
how many sausages do you want Mark ?,adult
let's see .,adult
five .,adult
mkay .,adult
.,adult
but now if the good thing about robbers .,adult
yeah ?,adult
one good thing about robbers is if they steal something from you and it's not so much money then you can buy it again .,adult
yeah ?,adult
they what ?,adult
then you can buy it again .,adult
you can .,adult
that's right .,adult
your insurance will pay for it „ right ?,adult
yeah .,adult
so ‡ you shouldn't worry too much .,adult
yeah .,adult
don't worry too much about not very much paying things .,adult
no ‡ no ‡ don't worry too much .,adult
because you can always find them again .,adult
right .,adult
always .,adult
right .,adult
if they always get captured by a robber .,adult
right .,adult
that's right .,adult
Dad ?,adult
yes .,adult
how come robbers have never tried to rob our house ?,adult
try to rob our house ?,adult
yeah .,adult
because we don't leave the door open .,adult
you mean is where they rob peoples houses ?,adult
door open .,adult
you mean we don't ever have our door open ?,adult
no Mar .,adult
yeah ‡ but what if they throw a rock out the window ?,adult
rocks over in the window .,adult
you mean break the window with a rock ?,adult
yeah .,adult
with rocks .,adult
uhhuh .,adult
well ‡ then they could get in .,adult
and then they could get in .,adult
they could get in yeah .,adult
yeah .,adult
but the police might find them .,adult
yeah ‡ but what if they get the stuff before the police find them ?,adult
and .,adult
they're free .,adult
free ?,adult
then we got stolen from .,adult
yeah ‡ but what if he's on the place and there's a cop ?,adult
uhoh for him .,adult
yeah ‡ that's the problem .,adult
okay ‡ Mark ‡ I'm going to go downstairs //.,adult
.,adult
I told Mar not to terrorize the cat .,adult
"and Mark said ""/.",adult
I terrorized him next to the car .,adult
to make him terrorize is a verb .,adult
I love the fact there .,adult
I'm terrorizing the cat .,adult
no ‡ don't take the cat somewhere .,adult
did I terrorize car ?,adult
.,adult
"he said ""/.",adult
I'll finish this paper until I'm done .,adult
and then you can get the right paper „ okay Dad ?,adult
this is referring to a discussion we've been having about fact that he wanted white paper instead of colored paper for his drawing paper .,adult
and he's given in to me .,adult
or not really .,adult
he sort_of made an offer .,adult
"he said ""/.",adult
I'll finish this paper until I'm done .,adult
and so he will use this paper up is what he's saying .,adult
.,adult
okay .,adult
...,adult
mine .,adult
okay ‡ hop to .,adult
put it away where it's sposta be .,adult
yeah .,adult
put it back where it's sposta be Mark .,adult
yeah ‡ I bought him one because his other one was kind_of funny .,adult
you know what I mean ?,adult
his bendy one .,adult
he didn't really like it .,adult
and I didn't like it either .,adult
well ‡ what do you think Mark ?,adult
this one doesn't bend .,adult
Mark ?,adult
I like it .,adult
he likes it .,adult
why don't you like it ?,adult
I like it .,adult
hey ‡ Mark ‡ where's your coat ?,adult
where's your coat Mark „ huh ?,adult
.,adult
hey ‡ Marky ‡ do you wear this coat all the time or do you wear that other one ?,adult
didn't we useta have another coat ?,adult
is this the coat he wears ?,adult
look .,adult
okay .,adult
if I don't want it to get on my tongue see what I do ?,adult
Mark ‡ put that back .,adult
yes ‡ I know .,adult
but put it back where it's sposta go „ okay ?,adult
what'd you wanna know about how the world was formed Honey ?,adult
to what Love ?,adult
we threw away the old bendy one away .,adult
no ‡ I didn't say that .,adult
I don't remember any saying such thing .,adult
I was on the wrong track ?,adult
sometimes you're on the wrong track my dear .,adult
come on Mark and Ross .,adult
Mark ‡ put that brush back .,adult
okay .,adult
hey ‡ what are you doing with those ?,adult
.,adult
oh ‡ I'm glueing it down .,adult
I'll put it away in a //.,adult
you can get it away in a second Honey .,adult
beated you to the car .,adult
and I ...,adult
"and he sure said ""/.",adult
I beat you to the car .,adult
to Ross .,adult
say I beat you up .,adult
"and he said ""/.",adult
I beat you up .,adult
did you beat your brother up Mark ?,adult
did you really beat your brother up ?,adult
no .,adult
why did you say it ?,adult
why did you say you beat him up Mark ?,adult
.,adult
Ross was talking rude to me .,adult
nuhuh .,adult
Lover_Darlings ‡ if there's any rude /.,adult
nuhuh .,adult
okay .,adult
I guess we can forget McDonald's .,adult
oh .,adult
shall we cool it ?,adult
yeah .,adult
cool it ?,adult
everybody cool ?,adult
yeah ‡ I'm cool //.,adult
.,adult
can't understand you Mark when you say married .,adult
"and I said ""/.",adult
what does that mean ?,adult
"he says ""/.",adult
married .,adult
"that's why I said ""/.",adult
is that how you say it in Pittsburgh ?,adult
"Mark said ""/.",adult
yeah .,adult
how do you say married ?,adult
I'm going downtown .,adult
how do you say /?,adult
you're going downtown ?,adult
yeah .,adult
aren't we going downtown ?,adult
yeah ‡ we're gonna go downtown and get married .,adult
no ‡ we aren't .,adult
we're gonna get downtown .,adult
we're not gonna go downtown .,adult
you're not gonna go /.,adult
.,adult
because unless you have a dime .,adult
"and I said ""/.",adult
oh ‡ you do „ do you ?,adult
"and he said ""/.",adult
yeah ‡ because I always carry around some places a little bit of money .,adult
look for what ?,adult
how much do you have Ross ?,adult
is it true that you always carry around money with you ?,adult
aren't you afraid of it being stolen or something ?,adult
no ?,adult
do you keep any money with you Mark ?,adult
hmhm .,adult
would you like a little bit to carry ?,adult
yeah .,adult
okay ‡ I'm gonna give you //.,adult
no ‡ Ross you've got enough .,adult
here .,adult
you carry a quarter with you .,adult
keep it somewhere safe Mark .,adult
.,adult
no ‡ you don't need it Mark .,adult
you don't need it Ross .,adult
unhunh .,adult
no chance .,adult
not a chance .,adult
what a deal .,adult
what a deal .,adult
oh ‡ that's a bad deal for you .,adult
that's a bad deal for you .,adult
you oughta care .,adult
you oughta care .,adult
you shouldn't trade little money for big money .,adult
.,adult
I mean you shouldn't trade big money for little money .,adult
if you trade little money for big money that's the other person's problem .,adult
you don't wanna lose your money Lover .,adult
you should care about your money .,adult
you should be careful with your money .,adult
Ross Mark are telling us what they remember from when they were little .,adult
and then we say it into the tape recorder .,adult
Ross .,adult
and then you can hear it .,adult
what's that ?,adult
I'm just doing a joke .,adult
.,adult
what was this joke Mark ?,adult
oh ‡ I know that because those work .,adult
huh .,adult
twelve .,adult
talking to him .,adult
if you haven't been talking to him .,adult
and God hasta remember them .,adult
yeah .,adult
mhm .,adult
and he says them into his wire .,adult
mhm .,adult
and it goes over to a tape recorder .,adult
mhm .,adult
every tape recorder .,adult
mhm .,adult
and then people can listen to the people saying .,adult
mhm .,adult
but some people listen .,adult
sometimes other people listen to the wrong person .,adult
mhm .,adult
so ‡ does God have a wire ?,adult
mhm .,adult
where does the wire go ?,adult
in only one wire .,adult
and it goes every way .,adult
all the tape recorders ?,adult
hmhm .,adult
it has tape recorders stuck to it .,adult
oh ‡ I see .,adult
and it's only one .,adult
mhm .,adult
and //.,adult
you mean God hears everything .,adult
yeah .,adult
where did you learn that ?,adult
nowhere .,adult
he hasta hear it .,adult
the few sakes .,adult
it can't /.,adult
Dad .,adult
oh ‡ just in their mind .,adult
now ‡ Ross what do you remember from when you were really little .,adult
you remember from Denver Matt and folk dancing .,adult
and what was the other thing you remembered ?,adult
oh ‡ you mean the one we had at folk dancing and one for Marky's birthday .,adult
oh ‡ the one where we went back to Denver .,adult
that's the one //.,adult
yeah ‡ when we went we had a big party when we went back to Denver .,adult
that was when we came back .,adult
and we stayed over at Fred and Susie's .,adult
oh ‡ yeah .,adult
but that was during the time before Hungary .,adult
that was after Hungary .,adult
unhunh no .,adult
hmhm .,adult
now ‡ what else do you remember from Hungary ?,adult
.,adult
swimming naked with the little kids .,adult
what else ?,adult
what ?,adult
yeah .,adult
fighting with Name on the //.,adult
uhhuh yeah .,adult
what ?,adult
you mean the Old_Kings_Cross ?,adult
the huge one ?,adult
with the big stairs in it ?,adult
yeah .,adult
okay .,adult
just a minute .,adult
yeah ‡ with a castle .,adult
oh ‡ you mean the one in Czechoslovakia ?,adult
hey ‡ Dad ‡ I remember when we were still at home .,adult
oh ‡ the graveyard at Prague .,adult
that was in Czechoslovakia .,adult
and János uhhuh .,adult
that was in Prague .,adult
remember that's when we brought you to the /.,adult
that's in Czechoslovakia .,adult
that's another country next to Hungary .,adult
did you remember anything else ?,adult
Dad .,adult
Dad .,adult
Dad .,adult
Dad .,adult
did you remember the place we lived in Hungary ?,adult
Dad .,adult
Dad !,adult
remember the place we lived in Hungary and all of the kids would play bicycle outside ?,adult
Dad dad .,adult
Dad .,adult
remember they useta ride their bicycles out where the cars were ?,adult
Dad .,adult
yes ‡ you may be excused .,adult
Dad .,adult
Mark ‡ do you remember Hungary ?,adult
.,adult
unhunh .,adult
you don't remember anything in Hungary ?,adult
Dad .,adult
Dad .,adult
Dad .,adult
remember Madman_Mark when you useta come running down the hill ?,adult
oh ‡ yeah .,adult
I like that .,adult
and we useta go walking around that area .,adult
uhhuh .,adult
do you remember when you were Madman ?,adult
what'd you do when you were Madman_Mark Marky ?,adult
hm hm .,adult
you don't remember ?,adult
he doesn't remember that „ does he ?,adult
he was too little .,adult
I'm going to eat with the same .,adult
okay .,adult
the earliest thing Mark remembers is when little Name useta scratch him .,adult
that's when he was about two years and three months .,adult
which is very early .,adult
after lunch after the cat was dead .,adult
mhm .,adult
mhm .,adult
after that .,adult
you were very sad „ weren't you ?,adult
no ‡ one of those times we put animals on the stairs .,adult
no ‡ one of those times we put animals on the stairs .,adult
no ‡ one of those times we put animals on the stairs .,adult
no ‡ one of those times we put animals on the stairs .,adult
no ‡ one of those times we put animals on the stairs .,adult
yes ‡ I remember that .,adult
because you wanted to have animals because you missed your kitty „ right ?,adult
mhm .,adult
hmhm .,adult
you didn't miss your kitty ?,adult
mm .,adult
and when did you get another cat ?,adult
last year ?,adult
what day did we get it on ?,adult
the twenty third .,adult
twenty third of July ?,adult
yeah .,adult
no ‡ we bought him on the day //.,adult
a day of independence of the United_States .,adult
the forth of July .,adult
very good .,adult
that's the day we got sparkler .,adult
mhm .,adult
and Mommy calls him what ?,adult
okay ‡ Ross you go .,adult
you're finished .,adult
you hafta go .,adult
you're finished „ no no .,adult
what does Mommy call him ?,adult
Cobweb .,adult
uhhuh .,adult
and what do you call him ?,adult
one second ...,adult
what's your name for the Kitty ?,adult
Speedy .,adult
Speedy .,adult
and what's Ross's name ?,adult
Spike .,adult
Spike .,adult
no ‡ no ‡ for the Kitty .,adult
.,adult
what's your name for the Kitty ?,adult
Spike .,adult
Spike the Kitty is Spike ?,adult
mhm .,adult
your name or Ross's name .,adult
.,adult
Ross calls the kitty Spike ?,adult
//.,adult
mhm .,adult
Ross do you call the kitty Spike ?,adult
do you call the kitty Spike ?,adult
the cat ?,adult
I can't believe that .,adult
I thought you were Spike .,adult
wait .,adult
wait .,adult
wait .,adult
Dad .,adult
mhm .,adult
he and the cat are Spike .,adult
oh ‡ Spike the kitty .,adult
and me and cat are Speedy .,adult
I see .,adult
.,adult
that means //.,adult
that is very confusing .,adult
that means Speedy_Dum_Dum .,adult
how about Speedy_Meows and Spiky_Meows „ okay ?,adult
wants me to clean up the apple in a certain way .,adult
"he said ""/.",adult
take off the peels and make little tunnels out .,adult
peel it .,adult
can I get stuck ?,adult
"and I said ""/.",adult
what are tunnels ?,adult
"and Ross said ""/.",adult
little holes in it ?,adult
I don't understand what tunnels are Mark .,adult
you'll see what I mean .,adult
describe it is not //.,adult
oh ‡ you mean core ?,adult
you mean remove the core ?,adult
is that what you mean ?,adult
oh .,adult
I don't do it that way .,adult
oh .,adult
I know .,adult
make a little tunnel and make a little crack there .,adult
a little crack there ?,adult
yeah ‡ a little crack .,adult
well ‡ but that's just /.,adult
I'm gonna cut it in /.,adult
I'm gonna cut this one in half half for Ross and half for Mark .,adult
we could .,adult
Dad .,adult
Dad .,adult
Dad .,adult
but I peel them .,adult
Dad ‡ I want like a little hole with a dead end .,adult
a dead end then ?,adult
yeah .,adult
a little //.,adult
why do you want your //?,adult
why do you want your apple //?,adult
I don't //.,adult
Mark wants a dead apple .,adult
why does Mark want a dead apple ?,adult
no ‡ I meant a dead end in the apple .,adult
oh ‡ I see .,adult
dead end in the apples .,adult
they have a dead end .,adult
yeah .,adult
yeah ‡ instead of dead end ...,adult
like you're the dead end of my meat .,adult
"what does that mean ""/.",adult
dead end of your meat ?,adult
I don't know .,adult
who made that up ?,adult
he's just the dead part of his meat .,adult
Ross ‡ any idea what it means to be the dead end of somebody's meat ?,adult
mhm .,adult
we don't know what that means Mark .,adult
I made that up .,adult
okay ‡ here you go .,adult
who wants the big one ?,adult
I want the big one .,adult
bigger the //.,adult
here you go .,adult
.,adult
mm .,adult
Rossy Bubba here you go .,adult
hey ‡ I want the one .,adult
take it .,adult
can I draw a little hole in it ?,adult
no ‡ I want you to eat right around the little seeds .,adult
and just when you get to a seed you tell me and I'll core it out .,adult
hey Dad ...,adult
but then you make the tunnel the little ...,adult
I'll make the tunnel when you get down to that part „ okay ?,adult
mhm .,adult
not the tunnel .,adult
I mean the dead end thing .,adult
the dead end thing ?,adult
mhm .,adult
uhhuh .,adult
I'm not sure what the dead end thing is what it really looks like .,adult
it's a dead end in the apple .,adult
I see .,adult
may I have that peeler ?,adult
.,adult
.,adult
"Marky came down and said ""/.",adult
Dad ‡ I can't bring them down .,adult
because they're too many of them .,adult
this is referring to the constructs that he was gonna bring down .,adult
"and I said ""/.",adult
well ‡ put them in //.,adult
let's dump the blocks out_of the block box and take it down .,adult
"and he said ""/.",adult
no ‡ there are too many of them .,adult
of_course it would have worked .,adult
"and then he said ""/.",adult
I know what you can put in .,adult
put it in the straw basket .,adult
"and he said ""/.",adult
yeah ‡ that's what I was going to put them in .,adult
it's true .,adult
he had sort_of had a glimmer .,adult
"oh ‡ oh ‡ while I was saying that he said ""/.",adult
I know what .,adult
and I interrupted him .,adult
"and I said ""/.",adult
you can put them in the straw basket .,adult
just as I said .,adult
"and then he said ""/.",adult
that's what I was going to put them in .,adult
in other words I had then intention of putting them in that straw basket before you verbalized the idea .,adult
then we might get a god .,adult
oh .,adult
up to the woods .,adult
well ‡ it's not too far up to the woods „ is it ?,adult
do you think it's a long ways to the woods ?,adult
.,adult
what makes you think that ?,adult
.,adult
thirty five .,adult
"Mark said ""/.",adult
there are twenty nine steps up to the golf course .,adult
"and I said ""/.",adult
let me hear you count them .,adult
he counted up to twenty nine .,adult
"and he said ""/.",adult
what comes after thirty ?,adult
so ‡ it's clear that his decision it was twenty nine was determined by the fact that he couldn't count any further .,adult
thirty .,adult
take the same thing .,adult
you don't always take the same food .,adult
no ‡ I don't always take the same food .,adult
and sometimes I take a different box .,adult
yeah ‡ that's //.,adult
different satchel .,adult
yeah .,adult
sometimes .,adult
but usually I .,adult
.,adult
if you ever like down there then you could bring our pack for .,adult
okay ‡ Bud let's get that hair .,adult
put that there .,adult
Dad .,adult
turn off your little .,adult
is that thing for when I /?,adult
can I //?,adult
mhm ‡ it's the channel .,adult
did you know one time for Meredith's show and tell she brought in a real live animal ?,adult
she brought in a real live animal ?,adult
yeah ‡ it was a ...,adult
.,adult
little thing .,adult
what was it called gerbil ?,adult
no ‡ not a gerbil .,adult
a //.,adult
one time from Meredith's show and tell she brang a real live animal .,adult
"and I said ""/.",adult
do you mean a gerbil ?,adult
it wasn't a cat .,adult
"and he said ""/.",adult
you know I don't know what it was called .,adult
it wasn't a cat .,adult
wasn't a cat ?,adult
it wasn't a cat .,adult
was it a bird ?,adult
no ‡ ...,adult
was it a turtle ?,adult
no .,adult
snake ?,adult
no .,adult
raccoon ?,adult
I don't know !,adult
hey ‡ Mark ‡ wait a second .,adult
I gotta get this hair .,adult
rah .,adult
blech .,adult
.,adult
.,adult
I want your hair to look good for a change .,adult
let's see your little face .,adult
Dad ‡ what's a student ?,adult
a student is a person that goes to Daddy's classes .,adult
no ‡ I meant what's a student ?,adult
one person .,adult
a student is one person .,adult
you're a student .,adult
you're a little student .,adult
you're a pupil .,adult
a little student not a big one .,adult
yeah ‡ I think you're a /.,adult
the kids at my school are called college students .,adult
and they're almost as big as Daddy .,adult
except there's not a //.,adult
they're not as old .,adult
but they're not as old .,adult
right ‡ they're big .,adult
they're big but they're not old .,adult
they can only be maybe they can be five or five .,adult
right .,adult
they could be that old or maybe up .,adult
right .,adult
like they could be ten and up .,adult
they could be //.,adult
no ‡ they're about eighteen years old or twenty years old I bet .,adult
no ‡ they're about eighteen years old or twenty years old I bet .,adult
no ‡ they're about eighteen years old or twenty years old I bet .,adult
mkay ‡ you ready ?,adult
they could be ten or up .,adult
ten or up „ yes .,adult
ten or up „ right ?,adult
right .,adult
.,adult
well ‡ I could be a girl or a boy .,adult
"Mark said ""/.",adult
guess what ?,adult
have you ever heard of a boy named a girl ?,adult
and I said no .,adult
"and he said ""/.",adult
well ‡ Jamie and Regan those really a girl named a boy .,adult
either of you .,adult
and the girl .,adult
he's a boy .,adult
and he could have the name of a girl .,adult
and he's a boy .,adult
what's that ?,adult
Jamie was Regan .,adult
he's a boy .,adult
Regan's a boy ?,adult
yeah .,adult
oh ‡ I see .,adult
no ‡ Jamie's a boy .,adult
oh ‡ Jamie's a boy .,adult
just because of the name doesn't and it's a girl //.,adult
Jamie is a boy's name .,adult
uhhuh .,adult
yeah .,adult
nuhuh it's both .,adult
it can be both „ yeah .,adult
because if well ...,adult
because boys can be named something from girls .,adult
and girls can be named something from boys .,adult
yeah .,adult
what about Mark ?,adult
is that a girl's game ?,adult
it can be .,adult
it can be ?,adult
I never seen a girl called Mark .,adult
there could be a girl called Spike .,adult
there could be a girl called Spike ?,adult
I'd love to see that .,adult
or Speedy .,adult
or Speedy .,adult
I'd love to see that .,adult
but you're right Mark .,adult
it in principle it is possible .,adult
anybody wants to call themselves //.,adult
Daddy ‡ why do bullfrogs hafta look so disgusting ?,adult
humans think that animals /.,adult
I mean that people people girls look beautiful .,adult
uhhuh .,adult
people are disgusting .,adult
uhhuh .,adult
animals think that people girls look beautiful ?,adult
no ‡ wait .,adult
let's get it right .,adult
animals think that only animals look beautiful .,adult
but humans don't think that only humans //.,adult
humans think what ?,adult
and humans think that only humans are beautiful .,adult
right .,adult
and what about Marky ?,adult
what do you think is beautiful Mark ?,adult
dad and mom .,adult
what else ?,adult
and a monkey .,adult
a monkey „ really ?,adult
monkies .,adult
what else is beautiful ?,adult
nature .,adult
nature .,adult
can you think of anything else ?,adult
and girls .,adult
girls hmhunh .,adult
hey ‡ what's that little bus thing there ?,adult
all those little buses ?,adult
four little school buses all in a row .,adult
mm .,adult
isn't that cute ?,adult
yeah ‡ //.,adult
.,adult
on the ground .,adult
"Mark picked it up and then said ""/.",adult
Dad ‡ I didn't just find it on the ground .,adult
I watched you drop it from your pocket .,adult
okay .,adult
.,adult
what's that Mark ?,adult
what ?,adult
we were staying next to a things .,adult
okay ‡ .,adult
I was getting a little bit nervous .,adult
why were you getting nervous ?,adult
I don't know .,adult
take you away ?,adult
no .,adult
it's just that I was getting nervous .,adult
getting here early ?,adult
yeah .,adult
really nervous .,adult
well ‡ .,adult
next time don't leave .,adult
don't //.,adult
don't leave you all alone ?,adult
don't slam on the things there .,adult
okay .,adult
because every time you do that I get a little bit nervous while those people walk by .,adult
what are those people doing „ huh ?,adult
they just walk by and look .,adult
they look at you ?,adult
yeah .,adult
"they say ""/.",adult
what's this little boy doing in here ?,adult
no ‡ they just look .,adult
and then they said .,adult
yeah ‡ and I but .,adult
yeah ‡ I understand .,adult
are you shy ?,adult
no .,adult
are you worried ?,adult
I'm just nervous .,adult
well ‡ let me ask you something else .,adult
what ?,adult
are you gonna come to class with me ?,adult
class ?,adult
yeah .,adult
yeah .,adult
good .,adult
to class ?,adult
yeah .,adult
maybe you'll learn something .,adult
.,adult
you can learn something .,adult
aw .,adult
can't remember these classes .,adult
you could learn something .,adult
is it okay if I hide in ...,adult
if I play over the other place .,adult
where do you wanna stay ?,adult
hm for a little ...,adult
I'll just look in the door .,adult
you'll just look in the door ?,adult
yeah .,adult
yeah .,adult
because I'm too nervous to go in with the kids .,adult
hello .,adult
wanna say hi to Jane ?,adult
hi Jane .,adult
how are you ?,adult
do you have a voice ?,adult
oh ‡ I have a voice .,adult
.,adult
hi .,adult
see ‡ he's too nervous .,adult
I heard you took //.,adult
he's too nervous .,adult
how come ?,adult
with me ?,adult
he's too nervous .,adult
no ‡ there's no way .,adult
but he'll come .,adult
he'll come .,adult
that's not his monkey though .,adult
that's somebody else's monkey .,adult
you can take my .,adult
jellies .,adult
did I take what ?,adult
last week off ?,adult
not really .,adult
oh ‡ I had the phone a few times .,adult
sort_of .,adult
I couldn't get ahold of you .,adult
I thought maybe you'd stayed at home .,adult
well ‡ yeah ‡ I mean sort_of .,adult
I had a_lot_of kids to take care of .,adult
so ‡ what's new ?,adult
oh ‡ that's a good question .,adult
not too much actually .,adult
.,adult
"Mark ‡ is still making a certain mistake which he's been making for some time which is instead of saying caught he says ""/.",adult
caught .,adult
mhm .,adult
"and yesterday the twenty seventh he said ""/.",adult
yeah ‡ he was talking about some little fuzzy chickens that I had bought .,adult
and also everybody knows that Ross is seven years old .,adult
"so ‡ this is what he said ""/.",adult
if we had one more of these /.,adult
wait .,adult
.,adult
yeah ‡ okay ‡ let me start over .,adult
if we had one more of these we'd have as much chickens as much old Ross is .,adult
and then he tried to correct himself in several little different ways .,adult
"and his final correction was ""/.",adult
I mean these chickens would be the same number as how old my brother is because there's only six .,adult
that's it .,adult
wants to go to bed .,adult
go pee first and then go to bed .,adult
the brush //.,adult
"and Ross said ""/.",adult
well ‡ yeah ‡ but who's gonna clean up our room ?,adult
"and I said ""/.",adult
yes .,adult
well ‡ you'll negotiate later .,adult
you go pee now .,adult
and then we'll negotiate later .,adult
"and Marky said ""/.",adult
well ‡ we negotiate already .,adult
you clean up my room .,adult
Ross Mark .,adult
so ‡ that was Mark who was serious about negotiation .,adult
.,adult
about the people cake .,adult
what are the people cake ?,adult
Marky was gonna get //.,adult
you know .,adult
what'd you say ?,adult
humans cake always eat .,adult
is it made out_of humans ?,adult
no !,adult
Ross thought it was made out_of humans .,adult
yeah .,adult
what would it look like if it were made out_of humans Mark ?,adult
blood and bones and all that .,adult
would you want that for your birthday ?,adult
ew no !,adult
.,adult
give me the food !,adult
the food not you .,adult
hm .,adult
I don't know .,adult
what ?,adult
nuhuh !,adult
give me my jokes !,adult
slave you hafta do more jokes .,adult
he's not your slave .,adult
this is the joker .,adult
he's never said .,adult
"the jester , he's the jester .",adult
yeah ‡ the jester .,adult
hm .,adult
juggle chickens .,adult
how can you juggle chickens some help ?,adult
.,adult
very good Jester .,adult
uhoh .,adult
very good .,adult
hey ‡ you did you like that ?,adult
do more things !,adult
awapo .,adult
oh ‡ poor .,adult
Jester ‡ chop to it .,adult
put the pail on .,adult
.,adult
mkay .,adult
.,adult
okay .,adult
Jester ‡ could you do something funny this time ?,adult
okay .,adult
hm ‡ do something Jester .,adult
you gotta get down there .,adult
get some more jokes !,adult
oh ‡ this is ridiculous Jester .,adult
you're not doing //.,adult
tell me something .,adult
what was it Mark ?,adult
I dunno .,adult
ask her .,adult
go ask her .,adult
oh ‡ yeah ‡ I'll ask her something .,adult
okay ‡ go ask her .,adult
Mom .,adult
yeah ?,adult
I wanna hear something .,adult
sure .,adult
oh .,adult
and there's a kitten that's buying mittens .,adult
do you wanna sit ?,adult
"no ‡ it was something about ""/.",adult
how come adults when they grow up put something over the top .,adult
oh ‡ and it's over the top when the .,adult
no ‡ over their head .,adult
"and some people put this one stuff , this one stuff this little one stuff in here .",adult
Brian .,adult
and a little round headed round thing there .,adult
and two around there .,adult
and they put their head on there and close the thing up and then put their arms through these two holes and kill them .,adult
and they'll make them die when they wanna make them die .,adult
how come they did that in the old fashioned days ?,adult
was that the guillotine or is that ..?,adult
what are these Mark ?,adult
there's a wrap around ?,adult
guillotine or is it ..?,adult
what was I gonna say ?,adult
the stocks .,adult
what's the stocks ?,adult
stockade ?,adult
Brian what is it that they put them in when they ..?,adult
is it stocks or stockade ?,adult
you know with some .,adult
you know .,adult
remember that thing where the sky's doing here like that ?,adult
with the thing that was //.,adult
what thing Mark ?,adult
.,adult
Mark ‡ we don't know what you're talking about .,adult
I feel like I'm lost in a maze of theories .,adult
what ?,adult
I'm lost in a maze of theories .,adult
oh .,adult
when would you mean ?,adult
you're gonna use more words besides thing .,adult
because thing suddenly is several .,adult
mhm .,adult
yeah ‡ but I don't know what it is .,adult
in other words Marky ...,adult
say it again .,adult
did you know that if I grow up if I still grow up I'll still like you ?,adult
uhuh .,adult
uhuh .,adult
really ?,adult
yeah .,adult
give me a kiss .,adult
and will you live with us in our house ?,adult
yeah .,adult
oh good .,adult
and you'll never leave me right ?,adult
no .,adult
oh lovely .,adult
oh lovely .,adult
that's good .,adult
did I ever know that ?,adult
what ?,adult
did you ever know that ?,adult
did I ever know that ?,adult
no I didn't know that but I'm really happy because that's great .,adult
that's great Mark .,adult
it's good to hear that .,adult
we better go back up .,adult
back up the street ?,adult
yeah because look .,adult
no /.,adult
what's /.,adult
something's down there .,adult
it's okay .,adult
it's not scary .,adult
no no it's just the milkman .,adult
do you wanna see the milkman ?,adult
the man that brings milk to all the houses .,adult
yeah I know .,adult
see ?,adult
nobody brang us one .,adult
yes .,adult
do you see all the milk ?,adult
